duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:38:44,118000,0.033518670337216463,233.0,233.0,23.069207622868607
0:39:03,119000,0.03357911488700301,159.0,159.0,15.646940822467403
0:39:22,120000,0.030869441332284624,132.0,132.0,12.938816449348046
0:39:54,121000,0.032575455753059944,470.0,470.0,46.84052156469408
0:40:37,122000,0.032117045238814174,1000.0,1000.0,100.0
0:41:00,123000,0.032184057343271885,152.0,152.0,14.944834503510531
0:41:22,124000,0.03280470083921682,146.0,146.0,14.343029087261785
0:42:07,125000,0.03199837510182988,910.0,910.0,90.97291875626881
0:42:28,126000,0.0322497118350002,167.0,167.0,16.449348044132396
0:42:47,127000,0.03174710047561348,123.0,123.0,12.036108324974924
0:43:13,128000,0.03160207704169443,326.0,326.0,32.39719157472417
0:43:58,129000,0.03282994885527296,1000.0,1000.0,100.0
0:44:22,130000,0.03335949652184627,327.0,327.0,32.4974924774323
0:44:41,131000,0.03242821969990018,132.0,132.0,12.938816449348046
0:44:59,132000,0.0328283658757573,146.0,146.0,14.343029087261785
0:45:18,133000,0.03278619740321301,146.0,146.0,14.343029087261785
0:45:36,134000,0.03218216980803117,139.0,139.0,13.640922768304915
0:45:55,135000,0.032114379060731155,130.0,130.0,12.738214643931794
0:46:15,136000,0.03242638126760721,176.0,176.0,17.352056168505516
0:46:33,137000,0.03241318734631841,119.0,119.0,11.634904714142428
0:46:55,138000,0.03266805459023453,251.0,251.0,24.874623871614844
0:47:13,139000,0.03147718884257574,126.0,126.0,12.337011033099298
0:47:40,140000,0.0331596001051148,417.0,417.0,41.524573721163485
0:48:02,141000,0.03319975808213348,246.0,246.0,24.37311935807422
0:48:21,142000,0.0330351398337516,132.0,132.0,12.938816449348046
0:49:07,143000,0.0332581437873896,959.0,959.0,95.88766298896691
0:49:35,144000,0.032979591115679795,424.0,424.0,42.226680040120364
0:50:22,145000,0.03273158511056681,1000.0,1000.0,100.0
0:50:40,146000,0.03171115201740758,118.0,118.0,11.534603811434303
0:51:20,147000,0.032910658900422274,493.0,493.0,49.14744232698094
0:51:59,148000,0.032735268442193044,896.0,896.0,89.56870611835507
0:52:30,149000,0.03322221591998823,542.0,542.0,54.062186559679034
0:52:48,150000,0.03252444162747997,168.0,168.0,16.549648946840524
0:53:05,151000,0.03254520602393313,123.0,123.0,12.036108324974924
0:53:55,152000,0.0329732997300398,195.0,195.0,19.257773319959878
0:54:50,153000,0.03268690010470891,123.0,123.0,12.036108324974924
0:55:20,154000,0.0329581398724531,119.0,119.0,11.634904714142428
0:55:48,155000,0.03191806380590424,121.0,121.0,11.835506519558676
0:56:06,156000,0.032953160944358385,139.0,139.0,13.640922768304915
0:56:33,157000,0.03224251025042031,124.0,124.0,12.13640922768305
0:56:49,158000,0.03262868139189232,121.0,121.0,11.835506519558676
0:57:08,159000,0.032384020290337504,124.0,124.0,12.13640922768305
0:57:26,160000,0.032434457632480186,139.0,139.0,13.640922768304915
0:57:45,161000,0.03226528635830619,135.0,135.0,13.239719157472418
0:58:07,162000,0.03257393736205995,219.0,219.0,21.664994984954863
0:58:51,163000,0.032190741964732296,893.0,893.0,89.2678034102307
0:59:11,164000,0.03190684951592175,126.0,126.0,12.337011033099298
0:59:31,165000,0.03300888779725028,148.0,148.0,14.543630892678033
0:59:50,166000,0.032123622493087166,118.0,118.0,11.534603811434303
1:00:11,167000,0.03205263218390337,142.0,142.0,13.941825476429287
1:00:31,168000,0.032030132481944744,133.0,133.0,13.039117352056168
1:01:20,169000,0.03314508556923829,937.0,937.0,93.68104312938816
1:01:46,170000,0.033528520874754573,308.0,308.0,30.59177532597793
1:02:16,171000,0.032683839048767364,387.0,387.0,38.515546639919755
1:02:51,172000,0.03207674667671381,521.0,521.0,51.955867602808425
1:03:11,173000,0.0328531299981264,125.0,125.0,12.236710130391174
1:03:34,174000,0.032841146888502405,202.0,202.0,19.95987963891675
1:03:54,175000,0.03319461036398752,117.0,117.0,11.434302908726178
1:04:15,176000,0.03233080989541486,155.0,155.0,15.245737211634905
1:04:42,177000,0.03163170143349453,327.0,327.0,32.4974924774323
1:05:15,178000,0.031514943727917855,169.0,169.0,16.649949849548644
1:05:33,179000,0.033958135470224075,133.0,133.0,13.039117352056168
1:05:53,180000,0.03309275885409806,140.0,140.0,13.741223671013039
1:06:12,181000,0.03234500939067402,119.0,119.0,11.634904714142428
1:06:42,182000,0.031986860124568924,182.0,182.0,17.953861584754264
1:07:04,183000,0.032815762633807026,220.0,220.0,21.76529588766299
1:07:29,184000,0.03219459323724732,113.0,113.0,11.033099297893681
1:07:49,185000,0.03208619087719126,164.0,164.0,16.148445336008024
1:08:08,186000,0.031926905165346395,119.0,119.0,11.634904714142428
1:08:30,187000,0.03218849923356902,226.0,226.0,22.367101303911735
1:08:58,188000,0.03241126998475738,360.0,360.0,35.8074222668004
1:09:16,189000,0.03232510295533575,114.0,114.0,11.133400200601805
1:10:07,190000,0.03222517319890903,1000.0,1000.0,100.0
1:10:26,191000,0.032987325637077444,121.0,121.0,11.835506519558676
1:10:46,192000,0.0318544047754749,140.0,140.0,13.741223671013039
1:11:06,193000,0.03220035718620056,132.0,132.0,12.938816449348046
1:11:26,194000,0.03219836729830513,124.0,124.0,12.13640922768305
1:12:34,195000,0.03254726299423237,1000.0,1000.0,100.0
1:13:18,196000,0.03177453883799717,316.0,316.0,31.39418254764293
1:14:01,197000,0.03199153882652172,123.0,123.0,12.036108324974924
1:14:28,198000,0.032378799380641796,133.0,133.0,13.039117352056168
1:14:46,199000,0.033010770892287836,120.0,120.0,11.735205616850552
1:15:04,200000,0.032871370240842225,125.0,125.0,12.236710130391174
